id,class_code,class_name,ddd,u,adm_r,note,valid_start_date,valid_end_date,change_type
3085,C10B,"LIPID MODIFYING AGENTS, COMBINATIONS",,,,,1970-01-01,2099-12-31,
3086,C10BA,Hmg coa reductase inhibitors in combination with other lipid modifying agents,,,,,1970-01-01,2099-12-31,
3087,C10BA01,lovastatin and nicotinic acid,,,,,1970-01-01,2099-12-31,
3088,C10BA02,simvastatin and ezetimibe,,,,,1970-01-01,2099-12-31,
3089,C10BA03,pravastatin and fenofibrate,,,,,1970-01-01,2099-12-31,
3090,C10BA04,simvastatin and fenofibrate,,,,,2013-08-05,2099-12-31,
3091,C10BA05,atorvastatin and ezetimibe,,,,,2013-08-05,2099-12-31,
3092,C10BA06,rosuvastatin and ezetimibe,,,,,2013-08-05,2099-12-31,
3093,C10BA07,rosuvastatin and omega-3 fatty acids,,,,,2020-05-04,2099-12-31,
3094,C10BA08,atorvastatin and omega-3 fatty acids,,,,,2020-05-04,2099-12-31,
3095,C10BA09,rosuvastatin and fenofibrate,,,,,2020-05-04,2099-12-31,
3096,C10BA10,bempedoic acid and ezetimibe,,,,,2021-02-22,2099-12-31,
3097,C10BA11,pravastatin and ezetimibe,,,,,2021-02-22,2099-12-31,
3098,C10BX,"Hmg coa reductase inhibitors, other combinations",,,,,1970-01-01,2099-12-31,
3099,C10BX01,simvastatin and acetylsalicylic acid,30,mg,O,Refers to simvastatin,1970-01-01,2099-12-31,
3100,C10BX02,pravastatin and acetylsalicylic acid,,,,,1970-01-01,2099-12-31,
3101,C10BX03,atorvastatin and amlodipine,,,,,1970-01-01,2099-12-31,
3102,C10BX04,"simvastatin, acetylsalicylic acid and ramipril",,,,,1970-01-01,2099-12-31,
3103,C10BX05,rosuvastatin and acetylsalicylic acid,,,,,2013-08-05,2099-12-31,
3104,C10BX06,"atorvastatin, acetylsalicylic acid and ramipril",,,,,2015-03-02,2099-12-31,
3105,C10BX07,"rosuvastatin, amlodipine and lisinopril",,,,,2015-03-02,2099-12-31,
3106,C10BX08,atorvastatin and acetylsalicylic acid,,,,,2015-03-02,2099-12-31,
3107,C10BX09,rosuvastatin and amlodipine,,,,,2015-03-02,2099-12-31,
3108,C10BX10,rosuvastatin and valsartan,,,,,2016-05-02,2099-12-31,
3109,C10BX11,"atorvastatin, amlodipine and perindopril",,,,,2016-05-02,2099-12-31,
3110,C10BX12,"atorvastatin, acetylsalicylic acid and perindopril",,,,,2017-08-07,2099-12-31,
3111,C10BX13,"rosuvastatin, perindopril and indapamide",,,,,2018-02-05,2099-12-31,
3112,C10BX14,"rosuvastatin, amlodipine and perindopril",,,,,2018-02-05,2099-12-31,
3113,C10BX15,atorvastatin and perindopril,,,,,2018-02-05,2099-12-31,
3114,C10BX16,rosuvastatin and fimasartan,,,,,2020-05-04,2099-12-31,
3115,C10BX17,rosuvastatin and ramipril,,,,,2020-05-04,2099-12-31,
3116,C10BX18,"atorvastatin, amlodipine and ramipril",,,,,2021-02-22,2099-12-31,
3117,D,DERMATOLOGICALS,,,,,1970-01-01,2099-12-31,
3118,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,,,,,1970-01-01,2099-12-31,
3119,D01A,ANTIFUNGALS FOR TOPICAL USE,,,T,,1970-01-01,2099-12-31,
3120,D01AA,Antibiotics,,,,,1970-01-01,2099-12-31,
3121,D01AA01,nystatin,,,T,,1970-01-01,2099-12-31,
3122,D01AA02,natamycin,,,T,,1970-01-01,2099-12-31,
3123,D01AA03,hachimycin,,,T,,1970-01-01,2099-12-31,
3124,D01AA04,pecilocin,,,T,,1970-01-01,2099-12-31,
3125,D01AA06,mepartricin,,,T,,1970-01-01,2099-12-31,
3126,D01AA07,pyrrolnitrin,,,T,,1970-01-01,2099-12-31,
3127,D01AA08,griseofulvin,,,T,,1970-01-01,2099-12-31,
3128,D01AA20,"antibiotics, combinations",,,T,,1970-01-01,2099-12-31,
3129,D01AC,Imidazole and triazole derivatives,,,,,1970-01-01,2099-12-31,
3130,D01AC01,clotrimazole,,,T,,1970-01-01,2099-12-31,
3131,D01AC02,miconazole,,,T,,1970-01-01,2099-12-31,
3132,D01AC03,econazole,,,T,,1970-01-01,2099-12-31,
3133,D01AC04,chlormidazole,,,T,,1970-01-01,2099-12-31,
3134,D01AC05,isoconazole,,,T,,1970-01-01,2099-12-31,
3135,D01AC06,tiabendazole,,,T,,1970-01-01,2099-12-31,
3136,D01AC07,tioconazole,,,T,,1970-01-01,2099-12-31,
3137,D01AC08,ketoconazole,,,T,,1970-01-01,2099-12-31,
3138,D01AC09,sulconazole,,,T,,1970-01-01,2099-12-31,
3139,D01AC10,bifonazole,,,T,,1970-01-01,2099-12-31,
3140,D01AC11,oxiconazole,,,T,,1970-01-01,2099-12-31,
3141,D01AC12,fenticonazole,,,T,,1970-01-01,2099-12-31,
3142,D01AC13,omoconazole,,,T,,1970-01-01,2099-12-31,
3143,D01AC14,sertaconazole,,,T,,1970-01-01,2099-12-31,
3144,D01AC15,fluconazole,,,T,,1970-01-01,2099-12-31,
3145,D01AC16,flutrimazole,,,T,,1970-01-01,2099-12-31,
3146,D01AC17,eberconazole,,,T,,2013-08-05,2099-12-31,
3147,D01AC18,luliconazole,,,T,,2016-05-02,2099-12-31,
3148,D01AC19,efinaconazole,,,T,,2016-05-02,2099-12-31,
3149,D01AC20,imidazoles/triazoles in combination with corticosteroids,,,T,,1970-01-01,2099-12-31,
3150,D01AC52,"miconazole, combinations",,,T,,1970-01-01,2099-12-31,
3151,D01AC60,"bifonazole, combinations",,,T,,1970-01-01,2099-12-31,
3152,D01AE,Other antifungals for topical use,,,T,,1970-01-01,2099-12-31,
3153,D01AE01,bromochlorosalicylanilide,,,T,,1970-01-01,2099-12-31,
3154,D01AE02,methylrosaniline,,,T,,1970-01-01,2099-12-31,
3155,D01AE03,tribromometacresol,,,T,,1970-01-01,2099-12-31,
3156,D01AE04,undecylenic acid,,,T,,1970-01-01,2099-12-31,
3157,D01AE05,polynoxylin,,,T,,1970-01-01,2099-12-31,
3158,D01AE06,2-(4-chlorphenoxy)-ethanol,,,T,,1970-01-01,2099-12-31,
3159,D01AE07,chlorphenesin,,,T,,1970-01-01,2099-12-31,
3160,D01AE08,ticlatone,,,T,,1970-01-01,2099-12-31,
3161,D01AE09,sulbentine,,,T,,1970-01-01,2099-12-31,
3162,D01AE10,ethyl hydroxybenzoate,,,T,,1970-01-01,2099-12-31,
3163,D01AE11,haloprogin,,,T,,1970-01-01,2099-12-31,
3164,D01AE12,salicylic acid,,,T,,1970-01-01,2099-12-31,
3165,D01AE13,selenium sulfide,,,T,,1970-01-01,2099-12-31,
3166,D01AE14,ciclopirox,,,T,,1970-01-01,2099-12-31,
3167,D01AE15,terbinafine,,,T,,1970-01-01,2099-12-31,
3168,D01AE16,amorolfine,,,T,,1970-01-01,2099-12-31,
3169,D01AE17,dimazole,,,T,,1970-01-01,2099-12-31,
3170,D01AE18,tolnaftate,,,T,,1970-01-01,2099-12-31,
3171,D01AE19,tolciclate,,,T,,1970-01-01,2099-12-31,
3172,D01AE20,"other antifungals for topical use, combinations",,,T,,1970-01-01,2099-12-31,
3173,D01AE21,flucytosine,,,T,,1970-01-01,2099-12-31,
3174,D01AE22,naftifine,,,T,,1970-01-01,2099-12-31,
3175,D01AE23,butenafine,,,T,,1970-01-01,2099-12-31,
3176,D01AE24,tavaborole,,,T,,2018-02-05,2099-12-31,
3177,D01AE54,"undecylenic acid, combinations",,,T,,1970-01-01,2099-12-31,
3178,D01B,ANTIFUNGALS FOR SYSTEMIC USE,,,,,1970-01-01,2099-12-31,
3179,D01BA,Antifungals for systemic use,,,,,1970-01-01,2099-12-31,
3180,D01BA01,griseofulvin,0.5,g,O,,1970-01-01,2099-12-31,
3181,D01BA02,terbinafine,0.25,g,O,,1970-01-01,2099-12-31,
3182,D01BA03,fosravuconazole,0.1,g,O,3) expressed as ravuconazole,2021-02-22,2099-12-31,A
3183,D01BA03,fosravuconazole,,,,,2021-02-22,2099-12-31,
3184,D02,EMOLLIENTS AND PROTECTIVES,,,,,1970-01-01,2099-12-31,
3185,D02A,EMOLLIENTS AND PROTECTIVES,,,,,1970-01-01,2099-12-31,
3186,D02AA,Silicone products,,,,,1970-01-01,2099-12-31,
3187,D02AB,Zinc products,,,,,1970-01-01,2099-12-31,
3188,D02AC,Soft paraffin and fat products,,,,,1970-01-01,2099-12-31,
3189,D02AD,Liquid plasters,,,,,1970-01-01,2099-12-31,
3190,D02AE,Carbamide products,,,,,1970-01-01,2099-12-31,
3191,D02AE01,carbamide,,,,,1970-01-01,2099-12-31,
3192,D02AE51,"carbamide, combinations",,,,,1970-01-01,2099-12-31,
3193,D02AF,Salicylic acid preparations,,,,,1970-01-01,2099-12-31,
3194,D02AX,Other emollients and protectives,,,,,1970-01-01,2099-12-31,
3195,D02B,PROTECTIVES AGAINST UV-RADIATION,,,,,1970-01-01,2099-12-31,
3196,D02BA,Protectives against uv-radiation for topical use,,,T,,1970-01-01,2099-12-31,
3197,D02BA01,aminobenzoic acid,,,T,,1970-01-01,2099-12-31,
3198,D02BA02,octinoxate,,,T,,1970-01-01,2099-12-31,
3199,D02BB,Protectives against uv-radiation for systemic use,,,,,1970-01-01,2099-12-31,
3200,D02BB01,betacarotene,0.1,g,O,,1970-01-01,2099-12-31,
3201,D02BB02,afamelanotide,,,,,2013-08-05,2099-12-31,
3202,D03,PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS,,,,,1970-01-01,2099-12-31,
3203,D03A,CICATRIZANTS,,,,,1970-01-01,2099-12-31,
3204,D03AA,Cod-liver oil ointments,,,,,1970-01-01,2099-12-31,
3205,D03AX,Other cicatrizants,,,,,1970-01-01,2099-12-31,
3206,D03AX01,cadexomer iodine,,,,,1970-01-01,2099-12-31,
3207,D03AX02,dextranomer,,,,,1970-01-01,2099-12-31,
3208,D03AX03,dexpanthenol,,,,,1970-01-01,2099-12-31,
3209,D03AX04,calcium pantothenate,,,,,1970-01-01,2099-12-31,
3210,D03AX05,hyaluronic acid,,,,,1970-01-01,2099-12-31,
3211,D03AX06,becaplermin,,,,,1970-01-01,2099-12-31,
3212,D03AX07,glyceryl trinitrate,,,,from ATC website|,1970-01-01,2008-12-31,U
3213,D03AX08,isosorbide dinitrate,,,,from ATC website|,1970-01-01,2008-12-31,U
3214,D03AX09,crilanomer,,,,,1970-01-01,2099-12-31,
3215,D03AX10,enoxolone,,,,,1970-01-01,2099-12-31,
3216,D03AX11,sodium chlorite,,,,,1970-01-01,2099-12-31,
3217,D03AX12,trolamine,,,,,2015-03-02,2099-12-31,
3218,D03AX13,betulae cortex,,,,,2017-08-07,2099-12-31,
3219,D03AX14,centella asiatica herba,,,,,2020-05-04,2099-12-31,
3220,D03AX15,trafermin,,,,,2021-02-22,2099-12-31,
3221,D03B,ENZYMES,,,,,1970-01-01,2099-12-31,
3222,D03BA,Proteolytic enzymes,,,,,1970-01-01,2099-12-31,
3223,D03BA01,trypsin,,,,,1970-01-01,2099-12-31,
3224,D03BA02,collagenase,,,,,1970-01-01,2099-12-31,
3225,D03BA03,bromelains,,,,,2014-07-01,2099-12-31,
3226,D03BA52,"collagenase, combinations",,,,,1970-01-01,2099-12-31,
3227,D04,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",,,,,1970-01-01,2099-12-31,
3228,D04A,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",,,,,1970-01-01,2099-12-31,
3229,D04AA,Antihistamines for topical use,,,T,,1970-01-01,2099-12-31,
3230,D04AA01,thonzylamine,,,T,,1970-01-01,2099-12-31,
3231,D04AA02,mepyramine,,,T,,1970-01-01,2099-12-31,
3232,D04AA03,thenalidine,,,T,,1970-01-01,2099-12-31,
3233,D04AA04,tripelennamine,,,T,,1970-01-01,2099-12-31,
3234,D04AA09,chloropyramine,,,T,,1970-01-01,2099-12-31,
3235,D04AA10,promethazine,,,T,,1970-01-01,2099-12-31,
3236,D04AA12,tolpropamine,,,T,,1970-01-01,2099-12-31,
3237,D04AA13,dimetindene,,,T,,1970-01-01,2099-12-31,
3238,D04AA14,clemastine,,,T,,1970-01-01,2099-12-31,
3239,D04AA15,bamipine,,,T,,1970-01-01,2099-12-31,
3240,D04AA16,pheniramine,,,T,,2015-03-02,2099-12-31,
3241,D04AA22,isothipendyl,,,T,,1970-01-01,2099-12-31,
3242,D04AA32,diphenhydramine,,,T,,1970-01-01,2099-12-31,
3243,D04AA33,diphenhydramine methylbromide,,,T,,1970-01-01,2099-12-31,
3244,D04AA34,chlorphenoxamine,,,T,,1970-01-01,2099-12-31,
3245,D04AB,Anesthetics for topical use,,,T,,1970-01-01,2099-12-31,
3246,D04AB01,lidocaine,,,T,,1970-01-01,2099-12-31,
3247,D04AB02,cinchocaine,,,T,,1970-01-01,2099-12-31,
3248,D04AB03,oxybuprocaine,,,T,,1970-01-01,2099-12-31,
3249,D04AB04,benzocaine,,,T,,1970-01-01,2099-12-31,
3250,D04AB05,quinisocaine,,,T,,1970-01-01,2099-12-31,
3251,D04AB06,tetracaine,,,T,,1970-01-01,2099-12-31,
3252,D04AB07,pramocaine,,,T,,1970-01-01,2099-12-31,
3253,D04AX,Other antipruritics,,,,,1970-01-01,2099-12-31,
3254,D04AX01,doxepin,,,,added from devv5,2020-05-04,2099-12-31,
3255,D05,ANTIPSORIATICS,,,,,1970-01-01,2099-12-31,
3256,D05A,ANTIPSORIATICS FOR TOPICAL USE,,,T,,1970-01-01,2099-12-31,
3257,D05AA,Tars,,,,,1970-01-01,2099-12-31,
3258,D05AC,Antracen derivatives,,,,,1970-01-01,2099-12-31,
3259,D05AC01,dithranol,,,T,,1970-01-01,2099-12-31,
3260,D05AC51,"dithranol, combinations",,,T,,1970-01-01,2099-12-31,
3261,D05AD,Psoralens for topical use,,,T,,1970-01-01,2099-12-31,
3262,D05AD01,trioxysalen,,,T,,1970-01-01,2099-12-31,
3263,D05AD02,methoxsalen,,,T,,1970-01-01,2099-12-31,
3264,D05AX,Other antipsoriatics for topical use,,,T,,1970-01-01,2099-12-31,
3265,D05AX01,fumaric acid,,,T,,1970-01-01,2099-12-31,
3266,D05AX02,calcipotriol,,,T,,1970-01-01,2099-12-31,
3267,D05AX03,calcitriol,,,T,,1970-01-01,2099-12-31,
3268,D05AX04,tacalcitol,,,T,,1970-01-01,2099-12-31,
3269,D05AX05,tazarotene,,,T,,1970-01-01,2099-12-31,
3270,D05AX52,"calcipotriol, combinations",,,T,,1970-01-01,2099-12-31,
3271,D05AX55,tazarotene and ulobetasol,,,T,,2021-02-22,2099-12-31,
3272,D05B,ANTIPSORIATICS FOR SYSTEMIC USE,,,,,1970-01-01,2099-12-31,
3273,D05BA,Psoralens for systemic use,,,,,1970-01-01,2099-12-31,
3274,D05BA01,trioxysalen,10,mg,O,,1970-01-01,2099-12-31,
3275,D05BA02,methoxsalen,10,mg,O,,1970-01-01,2099-12-31,
3276,D05BA03,bergapten,,,,,1970-01-01,2099-12-31,
3277,D05BB,Retinoids for treatment of psoriasis,,,,,1970-01-01,2099-12-31,
3278,D05BB01,etretinate,35,mg,O,,1970-01-01,2099-12-31,
3279,D05BB02,acitretin,35,mg,O,,1970-01-01,2099-12-31,
3280,D05BX,Other antipsoriatics for systemic use,,,,,1970-01-01,2099-12-31,
3281,D05BX51,"fumaric acid derivatives, combinations",,,,,1970-01-01,2099-12-31,
3282,D06,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,,,,,1970-01-01,2099-12-31,
3283,D06A,ANTIBIOTICS FOR TOPICAL USE,,,T,,1970-01-01,2099-12-31,
3284,D06AA,Tetracycline and derivatives,,,,,1970-01-01,2099-12-31,
3285,D06AA01,demeclocycline,,,T,,1970-01-01,2099-12-31,
3286,D06AA02,chlortetracycline,,,T,,1970-01-01,2099-12-31,
3287,D06AA03,oxytetracycline,,,T,,1970-01-01,2099-12-31,
3288,D06AA04,tetracycline,,,T,,1970-01-01,2099-12-31,
3289,D06AX,Other antibiotics for topical use,,,T,,1970-01-01,2099-12-31,
3290,D06AX01,fusidic acid,,,T,,1970-01-01,2099-12-31,
3291,D06AX02,chloramphenicol,,,T,,1970-01-01,2099-12-31,
3292,D06AX04,neomycin,,,T,,1970-01-01,2099-12-31,
3293,D06AX05,bacitracin,,,T,,1970-01-01,2099-12-31,
3294,D06AX07,gentamicin,,,T,,1970-01-01,2099-12-31,
3295,D06AX08,tyrothricin,,,T,,1970-01-01,2099-12-31,
3296,D06AX09,mupirocin,,,T,,1970-01-01,2099-12-31,
3297,D06AX10,virginiamycin,,,T,,1970-01-01,2099-12-31,
3298,D06AX11,rifaximin,,,T,,1970-01-01,2099-12-31,
3299,D06AX12,amikacin,,,T,,1970-01-01,2099-12-31,
3300,D06AX13,retapamulin,,,T,,1970-01-01,2099-12-31,
3301,D06AX14,ozenoxacin,,,T,,2018-02-05,2099-12-31,
3302,D06AX15,rifamycin,,,T,,2020-05-04,2099-12-31,
3303,D06B,CHEMOTHERAPEUTICS FOR TOPICAL USE,,,T,,1970-01-01,2099-12-31,
3304,D06BA,Sulfonamides,,,,,1970-01-01,2099-12-31,
3305,D06BA01,silver sulfadiazine,,,T,,1970-01-01,2099-12-31,
3306,D06BA02,sulfathiazole,,,T,,1970-01-01,2099-12-31,
3307,D06BA03,mafenide,,,T,,1970-01-01,2099-12-31,
3308,D06BA04,sulfamethizole,,,T,,1970-01-01,2099-12-31,
3309,D06BA05,sulfanilamide,,,T,,1970-01-01,2099-12-31,
3310,D06BA06,sulfamerazine,,,T,,1970-01-01,2099-12-31,
3311,D06BA51,"silver sulfadiazine, combinations",,,T,,1970-01-01,2099-12-31,
3312,D06BB,Antivirals,,,,,1970-01-01,2099-12-31,
3313,D06BB01,idoxuridine,,,T,,1970-01-01,2099-12-31,
3314,D06BB02,tromantadine,,,T,,1970-01-01,2099-12-31,
3315,D06BB03,aciclovir,,,T,,1970-01-01,2099-12-31,
3316,D06BB04,podophyllotoxin,,,T,,1970-01-01,2099-12-31,
3317,D06BB05,inosine,,,T,,1970-01-01,2099-12-31,
3318,D06BB06,penciclovir,,,T,,1970-01-01,2099-12-31,
3319,D06BB07,lysozyme,,,T,,1970-01-01,2099-12-31,
3320,D06BB08,ibacitabine,,,T,,1970-01-01,2099-12-31,
3321,D06BB09,edoxudine,,,T,,1970-01-01,2099-12-31,
3322,D06BB10,imiquimod,,,T,,1970-01-01,2099-12-31,
3323,D06BB11,docosanol,,,T,,1970-01-01,2099-12-31,
3324,D06BB12,sinecatechins,,,T,,1970-01-01,2099-12-31,
3325,D06BB53,"aciclovir, combinations",,,T,,1970-01-01,2099-12-31,
3326,D06BX,Other chemotherapeutics,,,,,1970-01-01,2099-12-31,
3327,D06BX01,metronidazole,,,T,,1970-01-01,2099-12-31,
3328,D06BX02,ingenol mebutate,,,T,,2013-08-05,2099-12-31,
3329,D06BX03,tirbanibulin,,,T,,2021-02-22,2099-12-31,
3330,D06C,"ANTIBIOTICS AND CHEMOTHERAPEUTICS, COMBINATIONS",,,,,1970-01-01,2099-12-31,
3331,D07,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",,,,,1970-01-01,2099-12-31,
3332,D07A,"CORTICOSTEROIDS, PLAIN",,,,,1970-01-01,2099-12-31,
3333,D07AA,"Corticosteroids, weak (group i)",,,,,1970-01-01,2099-12-31,
3334,D07AA01,methylprednisolone,,,,,1970-01-01,2099-12-31,
3335,D07AA02,hydrocortisone,,,,,1970-01-01,2099-12-31,
3336,D07AA03,prednisolone,,,,,1970-01-01,2099-12-31,
3337,D07AB,"Corticosteroids, moderately potent (group ii)",,,,,1970-01-01,2099-12-31,
3338,D07AB01,clobetasone,,,,,1970-01-01,2099-12-31,
3339,D07AB02,hydrocortisone butyrate,,,,,1970-01-01,2099-12-31,
3340,D07AB03,flumetasone,,,,,1970-01-01,2099-12-31,
3341,D07AB04,fluocortin,,,,,1970-01-01,2099-12-31,
3342,D07AB05,fluperolone,,,,,1970-01-01,2099-12-31,
3343,D07AB06,fluorometholone,,,,,1970-01-01,2099-12-31,
3344,D07AB07,fluprednidene,,,,,1970-01-01,2099-12-31,
3345,D07AB08,desonide,,,,,1970-01-01,2099-12-31,
3346,D07AB09,triamcinolone,,,,,1970-01-01,2099-12-31,
3347,D07AB10,alclometasone,,,,,1970-01-01,2099-12-31,
3348,D07AB11,hydrocortisone buteprate,,,,,1970-01-01,2099-12-31,
3349,D07AB19,dexamethasone,,,,,1970-01-01,2099-12-31,
3350,D07AB21,clocortolone,,,,,1970-01-01,2099-12-31,
3351,D07AB30,combinations of corticosteroids,,,,,1970-01-01,2099-12-31,
3352,D07AC,"Corticosteroids, potent (group iii)",,,,,1970-01-01,2099-12-31,
3353,D07AC01,betamethasone,,,,,1970-01-01,2099-12-31,
3354,D07AC02,fluclorolone,,,,,1970-01-01,2099-12-31,
3355,D07AC03,desoximetasone,,,,,1970-01-01,2099-12-31,
3356,D07AC04,fluocinolone acetonide,,,,,1970-01-01,2099-12-31,
3357,D07AC05,fluocortolone,,,,,1970-01-01,2099-12-31,
3358,D07AC06,diflucortolone,,,,,1970-01-01,2099-12-31,
3359,D07AC07,fludroxycortide,,,,,1970-01-01,2099-12-31,
3360,D07AC08,fluocinonide,,,,,1970-01-01,2099-12-31,
3361,D07AC09,budesonide,,,,,1970-01-01,2099-12-31,
3362,D07AC10,diflorasone,,,,,1970-01-01,2099-12-31,
3363,D07AC11,amcinonide,,,,,1970-01-01,2099-12-31,
3364,D07AC12,halometasone,,,,,1970-01-01,2099-12-31,
3365,D07AC13,mometasone,,,,,1970-01-01,2099-12-31,
3366,D07AC14,methylprednisolone aceponate,,,,,1970-01-01,2099-12-31,
3367,D07AC15,beclometasone,,,,,1970-01-01,2099-12-31,
3368,D07AC16,hydrocortisone aceponate,,,,,1970-01-01,2099-12-31,
3369,D07AC17,fluticasone,,,,,1970-01-01,2099-12-31,
3370,D07AC18,prednicarbate,,,,,1970-01-01,2099-12-31,
3371,D07AC19,difluprednate,,,,,1970-01-01,2099-12-31,
3372,D07AC21,ulobetasol,,,,,1970-01-01,2099-12-31,
3373,D07AD,"Corticosteroids, very potent (group iv)",,,,,1970-01-01,2099-12-31,
3374,D07AD01,clobetasol,,,,,1970-01-01,2099-12-31,
3375,D07AD02,halcinonide,,,,,1970-01-01,2099-12-31,
3376,D07B,"CORTICOSTEROIDS, COMBINATIONS WITH ANTISEPTICS",,,,,1970-01-01,2099-12-31,
3377,D07BA,"Corticosteroids, weak, combinations with antiseptics",,,,,1970-01-01,2099-12-31,
3378,D07BA01,prednisolone and antiseptics,,,,,1970-01-01,2099-12-31,
3379,D07BA04,hydrocortisone and antiseptics,,,,,1970-01-01,2099-12-31,
3380,D07BB,"Corticosteroids, moderately potent, combinations with antiseptics",,,,,1970-01-01,2099-12-31,
3381,D07BB01,flumetasone and antiseptics,,,,,1970-01-01,2099-12-31,
3382,D07BB02,desonide and antiseptics,,,,,1970-01-01,2099-12-31,
3383,D07BB03,triamcinolone and antiseptics,,,,,1970-01-01,2099-12-31,
3384,D07BB04,hydrocortisone butyrate and antiseptics,,,,,1970-01-01,2099-12-31,
3385,D07BC,"Corticosteroids, potent, combinations with antiseptics",,,,,1970-01-01,2099-12-31,
3386,D07BC01,betamethasone and antiseptics,,,,,1970-01-01,2099-12-31,
3387,D07BC02,fluocinolone acetonide and antiseptics,,,,,1970-01-01,2099-12-31,
3388,D07BC03,fluocortolone and antiseptics,,,,,1970-01-01,2099-12-31,
3389,D07BC04,diflucortolone and antiseptics,,,,,1970-01-01,2099-12-31,
3390,D07BD,"Corticosteroids, very potent, combinations with antiseptics",,,,,1970-01-01,2099-12-31,
3391,D07C,"CORTICOSTEROIDS, COMBINATIONS WITH ANTIBIOTICS",,,,,1970-01-01,2099-12-31,
3392,D07CA,"Corticosteroids, weak, combinations with antibiotics",,,,,1970-01-01,2099-12-31,
3393,D07CA01,hydrocortisone and antibiotics,,,,,1970-01-01,2099-12-31,
3394,D07CA02,methylprednisolone and antibiotics,,,,,1970-01-01,2099-12-31,
3395,D07CA03,prednisolone and antibiotics,,,,,1970-01-01,2099-12-31,
3396,D07CB,"Corticosteroids, moderately potent, combinations with antibiotics",,,,,1970-01-01,2099-12-31,
3397,D07CB01,triamcinolone and antibiotics,,,,,1970-01-01,2099-12-31,
3398,D07CB02,fluprednidene and antibiotics,,,,,1970-01-01,2099-12-31,
3399,D07CB03,fluorometholone and antibiotics,,,,,1970-01-01,2099-12-31,
3400,D07CB04,dexamethasone and antibiotics,,,,,1970-01-01,2099-12-31,
3401,D07CB05,flumetasone and antibiotics,,,,,1970-01-01,2099-12-31,
3402,D07CC,"Corticosteroids, potent, combinations with antibiotics",,,,,1970-01-01,2099-12-31,
3403,D07CC01,betamethasone and antibiotics,,,,,1970-01-01,2099-12-31,
3404,D07CC02,fluocinolone acetonide and antibiotics,,,,,1970-01-01,2099-12-31,
3405,D07CC03,fludroxycortide and antibiotics,,,,,1970-01-01,2099-12-31,
3406,D07CC04,beclometasone and antibiotics,,,,,1970-01-01,2099-12-31,
3407,D07CC05,fluocinonide and antibiotics,,,,,1970-01-01,2099-12-31,
3408,D07CC06,fluocortolone and antibiotics,,,,,1970-01-01,2099-12-31,
3409,D07CD,"Corticosteroids, very potent, combinations with antibiotics",,,,,1970-01-01,2099-12-31,
3410,D07CD01,clobetasol and antibiotics,,,,,1970-01-01,2099-12-31,
3411,D07X,"CORTICOSTEROIDS, OTHER COMBINATIONS",,,,,1970-01-01,2099-12-31,
3412,D07XA,"Corticosteroids, weak, other combinations",,,,,1970-01-01,2099-12-31,
3413,D07XA01,"hydrocortisone, combinations",,,,,1970-01-01,2099-12-31,
3414,D07XA02,"prednisolone, combinations",,,,,1970-01-01,2099-12-31,
3415,D07XB,"Corticosteroids, moderately potent, other combinations",,,,,1970-01-01,2099-12-31,
3416,D07XB01,"flumetasone, combinations",,,,,1970-01-01,2099-12-31,
3417,D07XB02,"triamcinolone, combinations",,,,,1970-01-01,2099-12-31,
3418,D07XB03,"fluprednidene, combinations",,,,,1970-01-01,2099-12-31,
3419,D07XB04,"fluorometholone, combinations",,,,,1970-01-01,2099-12-31,
3420,D07XB05,"dexamethasone, combinations",,,,,1970-01-01,2099-12-31,
3421,D07XB30,combinations of corticosteroids,,,,,1970-01-01,2099-12-31,
3422,D07XC,"Corticosteroids, potent, other combinations",,,,,1970-01-01,2099-12-31,
3423,D07XC01,"betamethasone, combinations",,,,,1970-01-01,2099-12-31,
3424,D07XC02,"desoximetasone, combinations",,,,,1970-01-01,2099-12-31,
3425,D07XC03,"mometasone, combinations",,,,,1970-01-01,2099-12-31,
3426,D07XC04,"diflucortolone, combinations",,,,,1970-01-01,2099-12-31,
3427,D07XC05,"fluocortolone, combinations",,,,,2015-03-02,2099-12-31,
3428,D07XD,"Corticosteroids, very potent, other combinations",,,,,1970-01-01,2099-12-31,
3429,D08,ANTISEPTICS AND DISINFECTANTS,,,,,1970-01-01,2099-12-31,
3430,D08A,ANTISEPTICS AND DISINFECTANTS,,,,,1970-01-01,2099-12-31,
3431,D08AA,Acridine derivatives,,,,,1970-01-01,2099-12-31,
3432,D08AA01,ethacridine lactate,,,,,1970-01-01,2099-12-31,
3433,D08AA02,aminoacridine,,,,,1970-01-01,2099-12-31,
3434,D08AA03,euflavine,,,,,1970-01-01,2099-12-31,
3435,D08AB,Aluminium agents,,,,,1970-01-01,2099-12-31,
3436,D08AC,Biguanides and amidines,,,,,1970-01-01,2099-12-31,
3437,D08AC01,dibrompropamidine,,,,,1970-01-01,2099-12-31,
3438,D08AC02,chlorhexidine,,,,,1970-01-01,2099-12-31,
